Vehicle_Title,Review_Title,Review,Rating
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),One of the best SUV's on the market," This is one of the best SUV's you can buy at the 52-55K price point. Performance wise, it feels like you driving an larger sports car. Acceleration is on point, and handling is very tight for a car this size. When you hit the brakes you feel it.  Aesthetically the outside of the car is beautiful, with curves and design that make it look very elegant and sporty. It looks like a traditional Porsche. Personally I'm not a fan of the interior, the cockpit layout of the buttons is too much for me and makes it feel like your in a 747. Also not a fan of the navigation system, but if Porsche is able to incorporate the new nav systems they have for the 718 for newer editions then that problem is solved.  Overall great car, would take this over a BMW X4 any day.",5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),The Twin Turbo," Overall I am very please with my Macan S 2016! I have owned  a 1981 SC Porsche and a 2003 Carrera Cabriolet, (996). The Macan S sport SUV compact come very close to giving me a similar driving experience, especially driving in the sport mode, however it's not a Carrera. I am enjoying the overall performance, acceleration, braking and road handling from my Macan S. The transmission (PDK) is outstanding and its make the Macan fun to drive.",5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),Great car, Best car ever,5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),Waiting for our Macan S to arrive in port, Went to Walters Porsche in Riverside---highly recommend them---we did the deal and are eagerly waiting for our Macan S to arrive,5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),The Mecan," Not only does the car look absolutely fabulous, but it handles and drives like a Porsche.  The interior looks like the cockpit of an aircraft.  We bought this car because a neighbor who is a car buff said it was the best car he has ever owned; he was spot on!",5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),Practical Porsche," Owning a Porsche generally means giving up on some degree of practicality in terms of having a car that is a ""daily driver"". The Macan lets those of us with kids still in car seats have the opportunity to enjoy Porsche's legendary performance in a vehicle that is at home at the mall as it is on the track. The highest levels of performance come on the GTS model, but the ""S"" model offers plenty of acceleration and more capability than most drivers will ever exploit. The 18 way power seats are phenomenal and a worthwhile upgrade. The ""premium plus"" option includes keyless entry and ignition as well an upgraded sound system and ventilated/ heated seats. The 2017 model year has an upgraded touch screen navigation that is better than previous models, but not nearly as user friendly as some of the competitions. The packages will easily turn this $54,000 car into $70-90,000 car, but nobody walks into this purchase expecting a great value.",5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),Buy One Buy Two," I drive a Jeep Grand Cherokee SRT8....470 hp Hemi a blast to drive.....right up until I bought my wife a Macan S. I trimmed it out to my liking so suffice it to say it's a bad azz all around vehicle. The power is plenty, the handling is insane and I love the look of this car....Agate gray with black wheels. When I have a choice to take a car out it is now always the Macan.....always. The Jeep is 4 years old now and guess what I did? I ordered a Macan Turbo for me. 120 more days and I'll have no more envy issues. I looked at the GLE 63S and other bigger Performance SUV's but afer a year of looking I was afraid whatever I Bought wouldn't equal the Macan. Why fight it?If I hear one more time the Macan is the baby brother to the Cayenne I'm gonna lose it. The Cayenne to the Macan is like a Cessna to a Gulfstream. Please.",5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),Bribed wife to swap with my car," We traded my wife's Cayenne Diesel for Macan S as our kids are older now and our youngest will now drive in a year.  I loved driving it so much that I bribed her to take my 2014 BMW 535iX mSport and a promise that she can pick a luxury sedan when the BMW's lease comes up in 5 months. The Macan S is now my daily driver into Manhattan and it's a pleasure to drive. It's pretty comfortable, extremely tight and fun to drive. I got the White Ash interior package which is very unique and extremely high-end looking. Just feels like a million bucks when driving. The only knock on it is the base stereo is not very good (I overlooked it because I liked the White Ash interior so much and didn't want to wait 3 months). The S is plenty of power with 340 hp. Turns heads and just... so much fun to drive.",5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),2016 Porsche Macan S, You couldn't find a more fun car to drive and so cute as the same time.,5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),Best ride around," If you are in the market for a fun SUV to drive with responsive handling and luxury appeal, don't look any further. This truly is 911 in a SUV package. If you are looking for a spacious SUV with lots of space and drive is not a big factor for you, you will be happy looking elsewhere.",5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),"Smooth ride, excellent performance, maneuverable!"," Perfect in its niche of a compact SUV/crossover: luxurious, spacious, powerful, comfortable, maneuverable. Ideal for those who love style, and do not want to drive what everyone else is driving. Ideal for those who do not like/need sedans or low profile sports cars, but are not ready to settle for a huge SUV. That's when Macan comes in place! Compact SUV is exactly what it is, but add here 340 hp (for base model Macan S), smooth ride, amazing maneuverability, interior comfort and at least two packages - and you will enjoy it without paying $100,000. Almost 1.5 times less! A little problem is that people do mistake it for a $100,000 car, which is flattering but not needed.",5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),What a great car!," Drives like a boxster with more room and more power! Same great 7-speed PDK transmission as the boxster with smooth shifting that is difficult to feel. Mileage is about 21 mpg overall so far, so the factory mileage obviously depends on the driver and the conditions. This is mostly suburban driving but I believe the smooth engine turn-off and turn-on when you stop/go is part of the solid mileage for this 4100 lb, 340 HP car. My wife's car and she loves the ride and ease of driving and the handling. It just goes where and when you want total smoothness. The standard ride package is excellent so we did not get the sport package. Love the backup camera and the map display. Love it just as much after almost 3 years. No problems, just annual maintenance.",5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),"When performance meets luxury, beauty & co"," For me, this is one of those beautiful looking cars with Porsche's classic design elements and luxury embedded. Performance is the soul of this car with amazing braking & acceleration. Pros: Luxurious, sound of the exhaust pipes, performance, good options which cover most of the use-cases & requirements, leather seats, panoramic roof, PDLS(this is a worth feature)Cons: the infotainment system looks pretty old though when compared to Audi/BMW. Expensive options which adds significant cost to the final price. Mileage is not great(340hp V6 engine). Rear seats leg room is not super great.",5
2016 Porsche Macan SUV S 4dr SUV AWD (3.0L 6cyl Turbo 7AM),Disappointed, Transmission failed at 22k. Could never get good sound quality.  Though I bought new found hood had been painted. Sold back to dealer.,3
2008 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),"best looking , performing car I have seen"," I selected the 08 because it did NOT have all the electronic crap that they put in today.  I want a drivers performance sport car that drives like a formula 1 car.   I did not want a computer, phone, gizmo terminal that  is to defeat the reason to have a porsche .        Running Michelin PS Z  tires and the car is stable and smooth all the way to 150....   I can take 55 mph curves at 100 with ease.   When manual shifting I wind it to 4800 rpm and shift... and you feel like your on a rocket...  in 400 yards your doing 80.... from a standing start.     Gas milage, about 19.8-20.5 at speeds of 75-85      Ac is good.      What I do like is the simple dash with out the screens and entertainment.  Everything easy to run.  Gages easy to read,   I have a MBZ 250 coupe and the porsche is in the same quality range   Dealer service is fantastic and I get new Porsche loaner cars wa every service.   With 80,000 miles any worry about engine problems is far from a problem.  Sold the car last month, because I came to the realization that I was overwhelmed by the high performance and speed the Caymen would do...   Speed?    In a short deserted desert road I put it to the floor....got to 155 before I backed off...it was still climbing.    This is a car for the person that is on top of his driving game and skill.   The car demands 200% attention like flying an airplane,if you don't have that skill level it can kill you.... This is not a daily commute driver.  Its hard core performance stuff.  You can keep up with Lamborghini and Ferrari's if that is your wish ( top speed Porsche lists is 212 mph)After owing the car for a year, I came to the realization that if I kept the car it would very likely kill me.    Its a safe car as I mentioned it is like a safe airplane  in that it requires a person trained in its operation.  You can not just go turn the key and zip off because your going to be unaware of the dangers of operation such a high performance machine  and worse the temptation to exceed your ability skill level very, very fast    I sold the car recognizing  that it is like a motorcycle in that its not IF it is going to hurt you but WHEN.  I also discovered that My MBZ 250C, with the same tires, handled just about as well and a lot more comfortably and quietly.        It was fun to drive but I quickly became aware of the temptation to exceed safe limits, for me.",5
2008 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Cayman, Easily the most enjoyment I've had driving.  Tremendous value as well. Incredibly designed vehicle.,5
2008 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),watch out for pricing," A good handling car but its easy to overpay. Dealers overcharge on the car and once you buy the car and want to sell it you notice you really overpaid. IMS problems plague this model, could be running then the IMS bearing explodes and you have a major engine catastrophe. Not like a American car or Japanese car the price would be outrageous a new engine and then you have to junk the car. I suggest getting a 2009 or later version. These cars don’t sell well new and are scarce, overpaying is easy. I would beware, like any German car they are over rated if it is not a S model <span style=""mso-spacerun:yes"">&nbsp;</span>don’t buy it the performance is lacking in non S models",1
2008 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),One of the best," I have own the Cayman for four years now was only a year old with 7,000 miles on the clock when I purchased, its does have the PASM/Chron options which I love the sport mode feature, only car I have ever owned that actual makes a differenceto the car performance when you turn it on, I seeseveral comments on the cars stereo system which is a bit out of date no Bluetooth or iPod/MP3 player as standard, cost me $700.0 for so, so IPodconnections but, the best thing to do is turn off the stereo open the widows and drive it hard through a tunnel Âsounds fantasticÂ true Porsche music.",5
2008 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),I've ruined all other cars for myself...," I bought this car used 12 months ago and have put over 10K miles on it. Every mile driven has been a joyous one and I've had no performance or mechanical problems with it so far (at 28K total miles).A few minor interior rattles (easily fixed) and some minor comfort issues for the longer trips but without a doubt the most fun & engaging vehicle I've ever driven. And I've driven cars of all types, sizes, shapes, and costs.People regularly give it some great looks when I'm driving around town and rarely does a highway trip happen that someone doesn't pull up next to me with a ""thumbs up"".Sounds great, handles great, and has more storage room than you'd think given it's size.",5
2008 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Awesome," I love this car.  I had a BMW before, but the Cayman is a true sports car.  I have had the car for 3 months and have already had 5 people stop me at read lights or the gas station to tell me how awesome the car looks.   ",5
2008 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),"Great Car, One Small Problem"," Most beautiful car I've ever owned, with sharp performance to match. Acceleration could be better for the price, but I was never planning to do any drag-racing anyway.  The big problem is the abominable base stereo, which came with the car as ordered by the dealer (it was a leftover 2008 that I got a very good price).  This stereo was state of the art in 1970, and I figured I could upgrade it with aftermarket equipment, but at $2200 just for new speakers and amps, I decided to just live with it.  If you get a Cayman, be sure to order the Bose upgrade.",5
2008 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Turn the radio off," I bought my 2008 Cayman S two months ago, have scored 2000 miles.  Fun, fun to drive. The only down side is the sound system.  It has intermittent bugs, which of course, the dealer can never recreate.  I have a Bose in my other car, and know that it can sound much better.  ",5
2008 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Best Car I have ever owned," I have owned this car for one year.  It has been great.  Two major trips of 1,000 miles, plenty of room for luggage for two. No need for trips to the dealership, reliability is the best I have seen in years. Well put together,  a great engine sound, seats and ride is very acceptable for a sports car.  Great Fuel economy - average 24 mpg around town and 31 mpg on our two trips.",5
2008 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),A Little Bummed," This is my first Porsche. I've had Lexus, Mercedes, Corvette,and Nissan Z, but this is the most fun to drive and boy does it get the stares and looks. I'm challenged all the time on the highway to test driving skills by other drivers.",5
2008 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Absolute blast and practical, I bought my Cayman used with 1000 miles on it.  The next day my wife and I left on a trip to a wedding and vacation in NYC.  We were able to pack for week long trip with formal clothes for rehearsal dinner and formal wedding.  All our luggage fit no problem.  I then got sick and my wife had to drive to NYC she had not driven a manual in 10 yrs and wanted to practice before leaving the hotel.  She shifted twice said this is great and before I knew it we were comfortably cruising at 80 mph.  My car in 9 months has been trouble free and a blast to drive.  This is my first Porsche and I would gladly buy another.,5
2008 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Love It!," Drove my Cayman S for about 6 months before storing it for the winter. I use it as my daily driver. I now look forward to driving to and from work and on date nights with my wife. The performance is great and I many times take the long way home to spend a little more time in it. I recommend the Bose stereo upgrade for more low end punch, but many times I find myself listening to the engine sounds more than the radio/cd. Be careful with your customization as it can be expensive. Choose wisely. I am very happy with the standard leather interior and dash. A little more durable than having the full leather interior. The ride is firm, but this is a sports car after all.",5
2008 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),There are cars and then there is a Cayman," When shopping there are some cars that you mull over hoping you won't second guess the decision, and then there some where the decision is made within 30 seconds of turning the key and dropping it into gear.  This is one of those.  With the sharp snarl of lighting up the 6-cylinders that share the mid-chassis location giving perfect balance, you know this is a drivers' car.  Spartan but comfortable, the interior is well laid out and gadget free. Lots of leg and head room, and excellent views without blind spots.  Until you've driven a Porsche, you'll not appreciate the torque that makes the 6-speed transmission more than enough to zing to 60 mph in under 5 seconds, and brakes to stop as quick.",5
2008 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),My 08' Cayman S ownership experience," I bought this vehicle on Jan. 2008. I put in about 1600 miles so far. Having owned Bimmer, Mercedes, Lexus & Infiniti in the past, this car by far offers the most fun and exhilaration to drive. The engine puts out unmistakable note that sounds almost like a symphony orchestra. The car averages 19.7 mpg and I couldn't be more happy given it acceleration & performance. Some complaints I have about this car are body integrity, stereo and Tiptronic buttons. Its rear-end produces rattle noises. I have spent 3 trips to the dealer including a replacement of tail-light assembly under factory service bulletin and they still can fix it. The Tiptronic buttons should really be paddle-shifters - cont -",5
2008 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),My Cayman S experience," I bought a Cayman S on Jan. 2008 and have put in 1700 miles since. Overall I am happy with the performance and driving experience. In the past, I have owned Bimmer, Mercedes, Lexus & Infiniti in the past. By far, Cayman gives the most exhilaration and fun. Above all, it returns 19.7 mpg in average and this is simply incredible for a pure sports car.",4
2008 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),True sports car ," Have owned my Cayman for just a few weeks now and am truly impressed. This is my first Porsche and hopefully not my last.  It doesn't take long to see the car is quality built and all the details were done extremely well. One thing is I am tall and fit into the Cayman with absolutely no problem. The headroom is great. It shifts beautifully and there is no other word except ""fun"" to describe driving this car. My two sons who are in their 20s say ""dad you finally got a cool car"" which just shows the younger generation knows something good when they see it. Would highly recommend this car to anyone considering it. ",5
2008 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),The Perfect Car," The Porsche Cayman is by far the most well engineered car I have driven. I have test driven most of its competitors and the handling, responsiveness, as well as the overall quality is superb without reservation.  The mileage for a sports car is excellent and surprised me. The comfort is excellent, especially in the lower back area. I have been envying Porsches ever since I was in high-school. As another Porsche owner told me, this is a sports car not a luxury car masquerading as a sports car. After I drove it I could clearly see what she meant.   The swaying factor around curves is for the most part non-existent.  The bottom line is this car is the best choice in its class.",5
2008 Porsche Cayman Coupe S Porsche Design Edition 1 2dr Coupe (3.4L 6cyl 6M),I've made it," Was about to purchase the 08 M3 but after doing the research and insurance projections, I went with the new Porsche 08 Cayman Design. I own #350 of 777 and everywhere I go it is a sure stunner. I always grew up loving the 911 but I must say this car has done it for me, and although it may not put up 911 numbers it is the most practical for an everyday car weekend driving enthusiast. The exhaust is so sweet and the comfort of the interior is awesome. I am 5/9"" and have driven passenger as tall as 6'3"" and they all are in awe at that space and the drive.  This car is a keeper and I can only see it appreciating in value. ",5
2008 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Perfectly balanced," The blend of handling, braking and acceleration makes the car a joy to drive.  I purchased a basic model (non-s, 5 speed, 19 inch wheels, bose, heated seats) which was actually hard to find.  If you want to pay for all the other goodies go for it, but they are expensive and some add quite a bit of weight. Trust me, you won't miss them and you can save 25 grand.  It's a driver's car all the way but remarkably comfortable, quiet, and it really does get the 29 mpg highway. ",5
2008 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),2008 Cayman," This is the latest of many Porsches I have owned. My first 911 was purchased in 1972 and the last was a 1997 993 C4S. All great cars, though the Cayman really answers the quest for a drivers car. The balance, practicality and performance put a smile on you face whether you're on the freeway, twisties or just around town. ",5
2008 Porsche Cayman Coupe S Porsche Design Edition 1 2dr Coupe (3.4L 6cyl 6M),Ultimate Design Sports Car," So far I have put 300miles on the car.  The car turns heads every where I go. The sports exhaust note is incredible. The glossy with matte strips is very flashy and spruce.  Aside from the visual appeal, performance is incredible. ",5
2015 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 6M),2017 Cayman 2.7L / 6 Speed," I purchased this car four months ago as my daily driver, and just turned 6,000 miles yesterday.  Absolutely love it.... the six speed gearbox is the best I have ever driven (other manual transmission cars I've owned include BMW M5, Toyota Supra Turbo, Saab Viggen, Corvette, Pontiac Trans-Am and Saab 9000 Aero) .  Everything about this car keeps a smile on my face... handling, performance, exhaust note, comfort.  Even in traffic it is a delight to drive.  Word of warning that a Cayman can get expensive with the 'a la carte' approach to options... I kept mine pretty simple.  Key options I think are a must are 20"" wheels, Sport Chrono Package, Bose stereo, and get the 'clear bra' to protect the nose from stones which will damage the paint.  With those, you will not be disappointed.  The only trick which takes a few days to master is getting in if you are a big guy (I'm 6'3"" 220 lbs) but once I did, simple!  One surprise is that Porsche does not offer any extended warranty in the US.  Will have to see if that is an issue once factory warranty is up.  Expect $300 / oil change.",5
2015 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 6M),Totally engaging," I've driven it for 1500miles and still look forward to every drive. I've owned other sports cars, yet none has come close to given me such driving bliss. My car has the PDK, and the 18"" wheels, both are concessions to  stop and go traffic and poorly maintained roads, yet it's still fantastically engaging. I recommend PASM, it improves ride on poor surfaces, yet on better roads improves handling. Although, I have the sport chrono package, I'm not sure it's worth it. I highly recommend upgrading to the Xenon lights. The heated seats are awesome and surprisingly in the winter you'll love the heated steering wheel. The Bose system is a must have if you like music. The build quality was perfect.",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Cheap Fun, Bought it 2016 with 94K miles. Sold it 2017 with 118K miles only because I lost my job. Great car for the money. Upgrade to low temp waterpump. Spent maybe 2K in maintenance but that’s not much for a Porsche. ,5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Loads of fun!, Upgrade the stereo system. Everything else is great!,5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Continues to delight!," Very enjoyable car, nice ride, great sound and decent power from the 2.7 six. Engine very flexible and very smooth.  AC keeps up with high summer temps.  New cost is moderately high but used/certified cost is a lot of car for the money. Design is wonderful and stays in style for a long time. Wonderful sound and driving experience.",4
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Great car," We have had this car for about a month.It is much faster than our '06 Boxster.The engine sounds great.We have an automatic, which makes it a bit of a gas hog, but it shifts quickly and rockets away from the line.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Better than I  expected," Have been interested in this car for a while. Finally had the chance to drive one and fell in love. Plenty of room with the seat all the way back, great driving position, perfect balance and the sweet sound of the engine. I don't think it gets much better than this. Plan on having this for a long time.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Best car I have driven, I previously had an SLK and a Z4 convertible.  This 2 dr Cayman is so much more fun to drive. I feel like a million dollars whenever I get in it and have owned it for a year and I am not bored with it yet.  I bought it used with low miles and would only trade it in if I was buying another Porsche.,5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Great Car," Great car! Have owned it for just over a year and love driving it both to work and on weekend fun trips. Do not plan to drive it cross country, but that was never my intent in the first place. It replaced my Z3 BMW, and while both are really nice cars the Cayman S seems like a star ship, while the Z3 is more of a classic from the 50's. I have yet to find any major issues with the Cayman and hope that it runs as good 10 years from now as it does today. The Navigation system is difficult to figure out the first few times of using it so wish they would team up with Garmin and keep thing simple but it works well once you get it set up. ",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),It just felt right," Ah, what a car. I tested several others - STi, 'Vette, 335i, 370Z. This is the only one that felt just right. Came from a '06 Miata so I didn't want a large car. This had the power, sound, handling, looks...everything. It's just right for me. Sometimes I just wish it had a backseat so I could share the experience w/ more than 1 other person at a time. I have the Carmon Red and it's a beauty but I'm actually surprised at the smiles I get. She definitely holds her own at track days as well of course. Yes, the cup holders seem rather delicate and not well placed - that's why I don't use them. The xenon headlights are very good and I'm happy w/ the stereo. Certified warranty is excellent too!",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Can't Bring Myself to Replace It," The vehicle has been perfect for my needs; I commute daily and also enjoy performance driving at the track.  I kept the vehicle in stock form and it has not given me any grief or issues.  A coolant leak that occurred was handled promptly by dealer under warranty, and that has been the only reliability issue for the past 68K miles.  This vehicle exceed my expectations in terms of reliability, versatility and fun factor.",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),I'm In Love With My Car," I now know what Queen was singing about all those years ago. Fun does not begin to describe the driving experience. Heavy traffic has prevented me from really opening her up yet, but the couple times I've been able to accelerate hard on to the highway I could not stop smiling from the sheer exhilaration. She sounds incredible, guys look at her with lust in their eyes and, like a previous reviewer, I catch myself looking back at her after I park her at night. I feel like I'm dating a supermodel (German, of course).",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),More fun than you can imagine," The balanced nature of this car stuns me every time I drive it.  The combination of chassis, steering, transmission and engine are the best I have ever experienced.  It is an easy car to drive around town, but one time on a twisty mountain road is all it takes to feel the superlative power and handling.  It is also the best-looking car I've ever owned.  The Cayman is surprisingly practical:  trunks front and rear mean errands, weekend getaways for two, or even two sets of golf clubs get the green light.  The car has been mechanically flawless for 2+ years, although it has two niggling rattles.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Coupe de grace!," The Cayman is a superb package. While the car can be comfortably driven in the city, it is a delight on the back roads where traffic is not an issue. The high power-to-low weight ratio and the mid-engine layout make the car nimble and well-balanced with loads of torque. I have owned several coupes and this is the best one by far. It is a car that really responds to you as a driver. And of course the body styling is fantastic! ",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),30K Plus review," This car is one of the best handling cars I've ever had.  I used to race a fully track prepared EVO VIII and the Cayman S is as close as cars come to that.  Very exciting over 5200 RPM, plenty of torque and engine sound is aggressive, yet more refined than some kid with a coffee can import.  Better yet, it's a great daily driver with plenty of room for groceries, luggage and whatever else you could want (that was the tipping point for me between the Cayman and the 911).",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Obsession," My first Porsche, this speed yellow with black leather beauty is like having a Carrera or a Ferrari without the huge price tag.  I really like the basic sport feel, almost like a vintage car, with not too much electronic stuff, and not so much glossy plastic trim.  As a designer, this car really appeals to me from an aesthetic view. Compared to the Mercedes I was using for a daily driver, this is way more fun, and I love to make 90 degree turns going 45 mph. Now have about 18K miles. Sits in a nice large garage, like a sculpture. Driving a Porsche in Naples is about as good as it gets, even though we have one of the largest PCA memberships in the country. I highly recommend it. Good ego trip.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Great Sports Car," Fun to drive and plenty of power. I'm 6'2"" and comfortable although the seat is all the way back. Still plenty of head room. Standard seats really hug you might be a little narrow for someone over 200 lbs. Tall passenger seat totally obscures the small window behind the door creating a blind spot. They can also hit and damage the headliner if not careful. Bose system has too much bass but a satisfactory adjustment can be made. The wheel size makes a huge difference in ride quality and the larger wheels will probably lead to more rattles with time. The used Caymans I drove with 17s felt sold and had little rattling. 18s were a little worse and 19s were much worse. I went with 18s for looks.",4
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Cayman S," This is my daily driver and haven't had a single issue with the car (I have over 30k miles). The car is absolutely beautiful and attracts a lot of attention from other drivers.  The storage capacity in the car is unbelievable, 2 trunks with over 15 cubic feet of storage capacity.  I haven't had a situation yet where i couldn't fit everything into my car.  I average about 20 MPG which isn't bad for Washington DC traffic.  It is an absolute joy to drive and it worth every penny.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),"2007/8 Cayman after 10,000 miles"," I am 6' and 220 lbs. Nice head/leg/cargo room. Have 11,000 miles on the car driving locally, and to and from CA from Fl. Comfortable long distance driver.  Outstanding looks. Have been stopped several times by compliment givers. Handling is as though one were driving on rails. Acceleration is swift though not overpowering. Actual gas mileage is 23/27 so far. Have 18"" wheels. Bose system has too much bass for my taste, and I have to dial the db down to negative numbers to get balanced sound. This is my first Porsche and I love it. . I highly recommend this car for what it is....an exhilarating driving experience every time. J.D. Powers #1 rating influenced my decision to buy. I'm glad I did",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Fantastic," Beautiful car, fantastic performance.  This car is great on the street and on the track.  On the track, handling is precise and the brakes are awesome.  Enough power to stay with all but the turbo's.  Wide power band.  This engine loves 6200 rpm.  On the street, it attracts a lot of attention.  Lots of leg and head room.  Interior quality is superb.",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),My Face Hurts! , From smiling when I drive this thing.  It moves where I want it to move and does it quickly and without lag.   I love this car!,5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),The 2.7 (aka base) Cayman," Much has been written/said about the Cayman s; all justified.  The Cayman 2.7 has enjoyed fewer reviews, yet it remains a totally engaging Porsche.  It has the same platform, same build quality, same fun to drive, better fuel economy (mine gets 27-28 mpg mixed driving... And runs at 30+ at steady freeway speed!).  So, what is the downside?  surely not the 10k less Price!     Yes, it has 50 less hp, concomitantly less torque and 5 speeds instead of the lovely 6 speed.  But for daily driver duties, one cannot even use the 245 hp the Cayman 2.7 offers!   I've taken my 2.7 on a track day (thunderhill) and find that it handles and marks well most other makes and was a blast to drive.  ",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Fantastic Sports Car!!," I fell in love with this car at the 2006 LA Auto show and ordered it from the factory, spec'd just like I wanted it. Waited nearly 4 months for it to arrive, but well worth the wait. This car is special in every way. Plenty of power, handles better than anything I've driven (I own two other sports cars that are very highly rated), and looks great! I'm of average size and weight, and strapping into this thing feels like stepping into my favorite pair of jeans. (Might be a bit small for anyone taller than 6'2"".) Handling is it's strongest suit - feels like it will never break loose!",5
2007 Porsche Cayman Coupe 2dr Coupe (2.7L 6cyl 5M),Porsche Cayman," Have 1500 miles so far on this 2007 Cayman. Steering is tight, precise, responsive and consistently provides an ""on-rails"" cornering experience. The acceleration is quick, but not overpowering. The engine sound is great! The looks are superb, and the gas mileage is surprisingly good. I'm averaging around 26 mpg. Have yet to take it on an extended cross country, but anticipate that the mileage will increase with more miles on the engine. I use this car almost daily and it is always a thrill to drive. The seats are form fitting on my 6 foot 1 inch frame and as a consequence are warm to my back, but there is plenty of head and leg room. Cargo room is generous for a car in this class.",5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),Rock Solid, This car is better than I dreamed.  It is rock solid and feels like it was carved out of a single slab of granite.  It is extemely well balanced and the back end just digs in at virtually any speed.  It just wants to run fast and is a joy to drive.  It is more immpressive in the corners as I find myself seeking tight curving roads.  I get looks and compliments all the time.  Well worth the purchase.,5
2007 Porsche Cayman Coupe S 2dr Coupe (3.4L 6cyl 6M),My Cayman S," Handling without peer; superb balance in the corners; unmatched braking; Porsche quality.  Car is funnest to drive of any I've had (inc. Vettes and Vipers) - pure driving experience.  Commands attention.  Xenon lights a must. Buy the S model, you'll thank yourself in the end.",5
